SoC,Voltage_V,Voltage_OCV
0.0029941829238158135,3.275,3.275
0.0030466131073900726,3.276,3.276
0.0030990432909643317,3.277,3.277
0.0031501627199492788,3.278,3.278
0.003202592903523538,3.279,3.279
0.003255023087097797,3.28,3.28
0.003307453270672056,3.281,3.281
0.003358572699657225,3.282,3.282
0.0034110028832314843,3.283,3.283
0.0034647438213949444,3.284,3.284
0.0035171740049694256,3.285,3.285
0.0035696041885436847,3.286,3.286
0.0036220343721179438,3.287,3.287
0.003674464555692203,3.288,3.288
0.003726894739266462,3.289,3.289
0.003779324922840721,3.29,3.29
0.00383175510641498,3.291,3.291
0.0038841852899894613,3.292,3.292
0.0039366154735637204,3.293,3.293
0.0039890456571378685,3.294,3.294
0.004041475840712128,3.295,3.295
0.004093906024286387,3.296,3.296
0.004146336207860646,3.297,3.297
0.004198766391434905,3.298,3.298
0.004251196575009164,3.299,3.299
0.004303626758583645,3.3,3.3
0.004356056942157904,3.301,3.301
0.004408487125732163,3.302,3.302
0.0044609173093064225,3.303,3.303
0.004513347492880682,3.304,3.304
0.00456577767645483,3.305,3.305
0.004616897105439888,3.306,3.306
0.004669327289014369,3.307,3.307
0.004721757472588628,3.308,3.308
0.004774187656162887,3.309,3.309
0.004826617839737035,3.31,3.31
0.004877737268722093,3.311,3.311
0.00492885669770704,3.312,3.312
0.004979976126692098,3.312,3.312
0.005032406310266246,3.313,3.313
0.0050848364938405055,3.314,3.314
0.005137266677414987,3.315,3.315
0.005189696860989246,3.316,3.316
0.005242127044563505,3.317,3.317
0.005294557228137764,3.318,3.318
0.005346987411712023,3.319,3.319
0.005399417595286282,3.32,3.32
0.005451847778860541,3.32,3.32
0.005504277962435022,3.321,3.321
0.0055567081460091705,3.322,3.322
0.00560913832958343,3.323,3.323
0.005661568513157689,3.324,3.324
0.005712687942142747,3.325,3.325
0.005765118125717006,3.326,3.326
0.005816237554701953,3.326,3.326
0.005868667738276212,3.327,3.327
0.005921097921850693,3.328,3.328
0.005973528105424952,3.329,3.329
0.006025958288999211,3.33,3.33
0.0060783884725733595,3.331,3.331
0.0061308186561476186,3.332,3.332
0.006183248839721878,3.332,3.332
0.006235679023296137,3.333,3.333
0.006288109206870618,3.334,3.334
0.006340539390444877,3.335,3.335
0.006394280328608337,3.336,3.336
0.006446710512182818,3.337,3.337
0.006499140695757077,3.337,3.337
0.0065502601247421355,3.338,3.338
0.0066026903083162836,3.339,3.339
0.006655120491890543,3.34,3.34
0.006707550675464802,3.34,3.34
0.006759980859039061,3.341,3.341
0.00681241104261332,3.342,3.342
0.006863530471598489,3.343,3.343
0.006915960655172748,3.344,3.344
0.006968390838747007,3.344,3.344
0.007020821022321266,3.345,3.345
0.0070732512058955255,3.346,3.346
0.007125681389469785,3.347,3.347
0.007178111573044044,3.348,3.348
0.007230541756618303,3.348,3.348
0.007282971940192784,3.349,3.349
0.007335402123767043,3.35,3.35
0.007387832307341302,3.351,3.351
0.00744026249091545,3.351,3.351
0.007492692674489709,3.352,3.352
0.007545122858063968,3.353,3.353
0.0075975530416382275,3.354,3.354
0.007649983225212709,3.355,3.355
0.007702413408786968,3.355,3.355
0.007754843592361227,3.356,3.356
0.007807273775935486,3.357,3.357
0.007859703959509745,3.357,3.357
0.007912134143084004,3.358,3.358
0.007964564326658263,3.359,3.359
0.008016994510232411,3.36,3.36
0.008069424693806893,3.361,3.361
0.008121854877381152,3.361,3.361
0.00817428506095541,3.362,3.362
0.00822671524452967,3.363,3.363
0.008279145428103929,3.363,3.363
0.008331575611678188,3.364,3.364
0.008384005795252447,3.365,3.365
0.008436435978826928,3.365,3.365
0.008488866162401187,3.366,3.366
0.008541296345975335,3.367,3.367
0.008593726529549595,3.368,3.368
0.008646156713123854,3.368,3.368
0.008698586896698113,3.369,3.369
0.008751017080272372,3.37,3.37
0.008803447263846631,3.37,3.37
0.008855877447421112,3.371,3.371
0.008908307630995371,3.372,3.372
0.00896073781456963,3.373,3.373
0.00901316799814389,3.373,3.373
0.009065598181718149,3.374,3.374
0.009118028365292408,3.375,3.375
0.009170458548866556,3.375,3.375
0.009222888732441037,3.376,3.376
0.009275318916015296,3.377,3.377
0.009327749099589555,3.378,3.378
0.009380179283163814,3.378,3.378
0.009432609466738073,3.379,3.379
0.009485039650312332,3.379,3.379
0.009537469833886592,3.38,3.38
0.00958990001746085,3.381,3.381
0.00964233020103522,3.382,3.382
0.00969476038460948,3.382,3.382
0.009747190568183739,3.383,3.383
0.009799620751757998,3.384,3.384
0.009850740180743056,3.384,3.384
0.009901859609728003,3.385,3.385
0.009954289793302262,3.385,3.385
0.010006719976876521,3.386,3.386
0.010059150160451003,3.387,3.387
0.010111580344025262,3.387,3.387
0.01016401052759952,3.388,3.388
0.010216440711173669,3.389,3.389
0.010268870894747928,3.389,3.389
0.010321301078322187,3.39,3.39
0.010373731261896446,3.391,3.391
0.01042747220006024,3.391,3.391
0.010479902383634387,3.392,3.392
0.010532332567208647,3.393,3.393
0.010584762750783128,3.393,3.393
0.010637192934357387,3.394,3.394
0.010689623117931646,3.395,3.395
0.010742053301505905,3.395,3.395
0.010794483485080164,3.396,3.396
0.010846913668654423,3.396,3.396
0.010899343852228682,3.397,3.397
0.010951774035802941,3.398,3.398
0.011004204219377312,3.398,3.398
0.01105532364836237,3.399,3.399
0.011107753831936629,3.399,3.399
0.011160184015510888,3.4,3.4
0.011212614199085147,3.401,3.401
0.011263733628070094,3.401,3.401
0.011316163811644353,3.402,3.402
0.011368593995218612,3.403,3.403
0.011421024178793093,3.403,3.403
0.01147214360777804,3.404,3.404
0.0115245737913523,3.405,3.405
0.011577003974926559,3.405,3.405
0.011629434158500818,3.406,3.406
0.011681864342075077,3.406,3.406
0.011734294525649336,3.407,3.407
0.011786724709223706,3.408,3.408
0.011839154892797965,3.408,3.408
0.011891585076372224,3.409,3.409
0.011944015259946483,3.409,3.409
0.011996445443520742,3.41,3.41
0.012048875627095001,3.41,3.41
0.01210130581066926,3.411,3.411
0.01215373599424352,3.412,3.412
0.012206166177818,3.412,3.412
0.01225859636139226,3.413,3.413
0.012311026544966519,3.414,3.414
0.012363456728540667,3.414,3.414
0.012415886912114926,3.415,3.415
0.012468317095689185,3.415,3.415
0.012520747279263444,3.416,3.416
0.012573177462837926,3.416,3.416
0.012625607646412185,3.417,3.417
0.012678037829986444,3.418,3.418
0.012730468013560703,3.418,3.418
0.012782898197134962,3.419,3.419
0.012835328380709221,3.419,3.419
0.01288775856428348,3.42,3.42
0.012938877993268427,3.421,3.421
0.012991308176842908,3.421,3.421
0.013043738360417167,3.422,3.422
0.013096168543991427,3.422,3.422
0.013148598727565686,3.423,3.423
0.013199718156550633,3.423,3.423
0.013252148340124892,3.424,3.424
0.013304578523699151,3.425,3.425
0.01335700870727341,3.425,3.425
0.01340812813625858,3.425,3.425
0.013460558319832838,3.426,3.426
0.013512988503407097,3.427,3.427
0.013565418686981356,3.427,3.427
0.013616538115966303,3.428,3.428
0.013668968299540563,3.428,3.428
0.013721398483114822,3.429,3.429
0.013772517912099769,3.43,3.43
0.01382494809567425,3.43,3.43
0.013876067524659197,3.431,3.431
0.013928497708233456,3.431,3.431
0.013980927891807715,3.432,3.432
0.014033358075381974,3.432,3.432
0.014085788258956233,3.433,3.433
0.014138218442530492,3.433,3.433
0.014190648626104752,3.434,3.434
0.014243078809679233,3.435,3.435
0.01429419823866418,3.435,3.435
0.014346628422238439,3.436,3.436
0.014399058605812698,3.436,3.436
0.014451488789386957,3.437,3.437
0.014503918972961216,3.437,3.437
0.014555038401946163,3.438,3.438
0.014607468585520422,3.438,3.438
0.014659898769094903,3.439,3.439
0.014712328952669163,3.439,3.439
0.014764759136243422,3.44,3.44
0.01481718931981768,3.44,3.44
0.014868308748802628,3.441,3.441
0.014920738932376887,3.441,3.441
0.014973169115951146,3.442,3.442
0.015024288544936315,3.442,3.442
0.015076718728510574,3.443,3.443
0.015129148912084833,3.444,3.444
0.015181579095659092,3.444,3.444
0.015234009279233351,3.444,3.444
0.015285128708218298,3.445,3.445
0.015337558891792558,3.446,3.446
0.015389989075366817,3.446,3.446
0.015443730013530499,3.446,3.446
0.015496160197104758,3.447,3.447
0.015548590380679017,3.447,3.447
0.01560233131884281,3.448,3.448
0.01565476150241707,3.449,3.449
0.015707191685991218,3.449,3.449
0.0157596218695657,3.45,3.45
0.015812052053139958,3.45,3.45
0.015864482236714217,3.451,3.451
0.015916912420288476,3.451,3.451
0.015969342603862735,3.452,3.452
0.016021772787436994,3.452,3.452
0.016074202971011253,3.453,3.453
0.016126633154585512,3.453,3.453
0.016179063338159994,3.454,3.454
0.01623149352173414,3.454,3.454
0.0162839237053084,3.455,3.455
0.01633635388888266,3.455,3.455
0.01638878407245692,3.456,3.456
0.016441214256031178,3.456,3.456
0.016492333685016236,3.457,3.457
0.01654607462317992,3.457,3.457
0.016598504806754177,3.458,3.458
0.016650934990328436,3.458,3.458
0.016703365173902918,3.459,3.459
0.016755795357477066,3.459,3.459
0.016808225541051325,3.46,3.46
0.016860655724625584,3.46,3.46
0.016913085908199843,3.461,3.461
0.016965516091774102,3.461,3.461
0.01701794627534836,3.462,3.462
0.01707037645892262,3.462,3.462
0.0171228066424971,3.463,3.463
0.01717523682607136,3.463,3.463
0.01722766700964562,3.463,3.463
0.01728009719321988,3.464,3.464
0.01733383813138356,3.464,3.464
0.017384957560368508,3.465,3.465
0.017437387743942767,3.465,3.465
0.017489817927517026,3.466,3.466
0.017542248111091285,3.466,3.466
0.017594678294665544,3.467,3.467
0.017647108478239804,3.467,3.467
0.017699538661814285,3.468,3.468
0.017751968845388544,3.468,3.468
0.017804399028962803,3.469,3.469
0.017856829212537062,3.469,3.469
0.01790925939611121,3.47,3.47
0.017963000334275003,3.47,3.47
0.01801411976325995,3.471,3.471
0.01806654994683421,3.471,3.471
0.01811898013040847,3.472,3.472
0.018171410313982728,3.472,3.472
0.01822384049755721,3.472,3.472
0.018276270681131468,3.473,3.473
0.018328700864705727,3.473,3.473
0.018381131048279986,3.474,3.474
0.018433561231854134,3.474,3.474
0.018485991415428393,3.475,3.475
0.018538421599002652,3.475,3.475
0.01859085178257691,3.476,3.476
0.018643281966151393,3.476,3.476
0.01869440139513634,3.477,3.477
0.0187468315787106,3.477,3.477
0.018797951007695657,3.477,3.477
0.018850381191269916,3.478,3.478
0.018901500620254863,3.478,3.478
0.01895262004923981,3.479,3.479
0.01900505023281407,3.479,3.479
0.01905748041638855,3.48,3.48
0.01910991059996281,3.48,3.48
0.01916234078353707,3.481,3.481
0.019214770967111328,3.481,3.481
0.019267201150685587,3.482,3.482
0.019319631334259846,3.482,3.482
0.019372061517834105,3.482,3.482
0.019424491701408364,3.483,3.483
0.019476921884982734,3.483,3.483
0.019529352068556993,3.484,3.484
0.019581782252131252,3.484,3.484
0.01963421243570551,3.485,3.485
0.01968664261927977,3.485,3.485
0.01973907280285403,3.486,3.486
0.01979150298642829,3.486,3.486
0.01984393317000277,3.486,3.486
0.01989636335357703,3.487,3.487
0.019948793537151288,3.487,3.487
0.020001223720725436,3.488,3.488
0.020053653904299695,3.488,3.488
0.020106084087873954,3.489,3.489
0.020158514271448214,3.489,3.489
0.020210944455022473,3.49,3.49
0.020263374638596954,3.49,3.49
0.020315804822171213,3.49,3.49
0.020368235005745472,3.491,3.491
0.02042066518931973,3.491,3.491
0.02047309537289399,3.492,3.492
0.02052552555646825,3.492,3.492
0.020577955740042397,3.493,3.493
0.020629075169027677,3.493,3.493
0.020681505352601937,3.493,3.493
0.020733935536176196,3.494,3.494
0.020785054965161143,3.494,3.494
0.020837485148735402,3.495,3.495
0.02088991533230966,3.495,3.495
0.02094234551588392,3.496,3.496
0.02099477569945818,3.496,3.496
0.02104720588303255,3.496,3.496
0.02109963606660681,3.497,3.497
0.021152066250181067,3.497,3.497
0.021203185679166126,3.498,3.498
0.021255615862740385,3.498,3.498
0.021308046046314533,3.498,3.498
0.021360476229888792,3.499,3.499
0.02141290641346305,3.499,3.499
0.021465336597037532,3.5,3.5
0.021519077535201103,3.5,3.5
0.021571507718775362,3.5,3.5
0.021625248656939045,3.501,3.501
0.021677678840513304,3.501,3.501
0.021730109024087563,3.502,3.502
0.021782539207662044,3.502,3.502
0.021834969391236192,3.503,3.503
0.02188739957481045,3.503,3.503
0.02193982975838471,3.503,3.503
0.02199225994195897,3.504,3.504
0.02204469012553323,3.504,3.504
0.022097120309107487,3.505,3.505
0.022148239738092435,3.505,3.505
0.022200669921666916,3.505,3.505
0.022253100105241175,3.506,3.506
0.022305530288815434,3.506,3.506
0.02235664971780038,3.507,3.507
0.02240907990137464,3.507,3.507
0.0224615100849489,3.507,3.507
0.022513940268523158,3.508,3.508
0.02256768120668695,3.508,3.508
0.02262011139026121,3.509,3.509
0.02267254157383536,3.509,3.509
0.02272497175740984,3.509,3.509
0.022776091186394898,3.51,3.51
0.022828521369969157,3.51,3.51
0.022879640798954104,3.511,3.511
0.022932070982528363,3.511,3.511
0.022984501166102622,3.511,3.511
0.02303693134967688,3.512,3.512
0.02308936153325114,3.512,3.512
0.02314179171682551,3.513,3.513
0.02319553265498908,3.513,3.513
0.02324665208397403,3.513,3.513
0.02329908226754851,3.514,3.514
0.023350201696533457,3.514,3.514
0.023402631880107716,3.515,3.515
0.023455062063681975,3.515,3.515
0.023507492247256234,3.515,3.515
0.023559922430830493,3.516,3.516
0.023612352614404752,3.516,3.516
0.02366478279797901,3.516,3.516
0.02371590222696418,3.517,3.517
0.02376833241053844,3.517,3.517
0.0238207625941127,3.518,3.518
0.023873192777686958,3.518,3.518
0.023925622961261217,3.518,3.518
0.023978053144835476,3.519,3.519
0.024030483328409735,3.519,3.519
0.024082913511983994,3.52,3.52
0.024135343695558475,3.52,3.52
0.024187773879132624,3.52,3.52
0.02423889330811768,3.521,3.521
0.02429001273710263,3.521,3.521
0.024342442920676888,3.522,3.522
0.024394873104251147,3.522,3.522
0.024447303287825406,3.522,3.522
0.024499733471399665,3.523,3.523
0.024552163654974146,3.523,3.523
0.024604593838548405,3.524,3.524
0.024655713267533352,3.524,3.524
0.0247068326965183,3.524,3.524
0.02475926288009256,3.524,3.524
0.024811693063666818,3.525,3.525
0.024864123247241077,3.525,3.525
0.024916553430815336,3.526,3.526
0.024968983614389817,3.526,3.526
0.025020103043374764,3.526,3.526
0.025072533226949023,3.527,3.527
0.025124963410523282,3.527,3.527
0.02517739359409754,3.528,3.528
0.0252298237776718,3.528,3.528
0.025280943206656747,3.528,3.528
0.025333373390231007,3.529,3.529
0.025385803573805488,3.529,3.529
0.025438233757379747,3.529,3.529
0.025489353186364694,3.53,3.53
0.025541783369938953,3.53,3.53
0.025594213553513212,3.53,3.53
0.02564664373708747,3.531,3.531
0.02569907392066173,3.531,3.531
0.0257501933496469,3.532,3.532
0.02580262353322116,3.532,3.532
0.025853742962206216,3.532,3.532
0.025906173145780365,3.533,3.533
0.025958603329354624,3.533,3.533
0.02600972275833968,3.533,3.533
0.02606215294191394,3.534,3.534
0.0261145831254882,3.534,3.534
0.02616701330906257,3.535,3.535
0.02621944349263683,3.535,3.535
0.02627187367621109,3.535,3.535
0.026324303859785347,3.536,3.536
0.026376734043359606,3.536,3.536
0.026429164226933866,3.536,3.536
0.026480283655918813,3.537,3.537
0.02653271383949307,3.537,3.537
0.026585144023067553,3.537,3.537
0.026637574206641812,3.538,3.538
0.02669000439021607,3.538,3.538
0.02674243457379033,3.538,3.538
0.02679486475736459,3.539,3.539
0.026845984186349536,3.539,3.539
0.026898414369923795,3.54,3.54
0.026950844553498055,3.54,3.54
0.027003274737072536,3.54,3.54
0.027055704920646795,3.541,3.541
0.027108135104221054,3.541,3.541
0.027160565287795313,3.541,3.541
0.027212995471369572,3.542,3.542
0.02726542565494372,3.542,3.542
0.027319166593107513,3.542,3.542
0.027371596776681772,3.543,3.543
0.02742402696025603,3.543,3.543
0.02747645714383029,3.543,3.543
0.02752888732740466,3.544,3.544
0.02758131751097892,3.544,3.544
0.02763374769455318,3.544,3.544
0.027686177878127438,3.545,3.545
0.027738608061701697,3.545,3.545
0.027791038245275956,3.545,3.545
0.027843468428850215,3.546,3.546
0.027895898612424475,3.546,3.546
0.027947018041409644,3.547,3.547
0.02799813747039459,3.547,3.547
0.02805056765396885,3.547,3.547
0.02810299783754311,3.548,3.548
0.028155428021117368,3.548,3.548
0.028207858204691627,3.548,3.548
0.028258977633676685,3.548,3.548
0.028311407817250833,3.549,3.549
0.028363838000825314,3.549,3.549
0.028416268184399573,3.55,3.55
0.02846738761338463,3.55,3.55
0.02851981779695878,3.55,3.55
0.028570937225943838,3.551,3.551
0.028623367409518097,3.551,3.551
0.02867710834768178,3.551,3.551
0.028729538531256038,3.552,3.552
0.028781968714830297,3.552,3.552
0.028834398898404556,3.552,3.552
0.028886829081978815,3.552,3.552
0.028939259265553297,3.553,3.553
0.028991689449127556,3.553,3.553
0.029044119632701704,3.553,3.553
0.029096549816275963,3.554,3.554
0.029148979999850222,3.554,3.554
0.02920141018342448,3.555,3.555
0.02925384036699874,3.555,3.555
0.02930627055057322,3.555,3.555
0.02935870073414748,3.556,3.556
0.02941113091772174,3.556,3.556
0.029463561101296,3.556,3.556
0.029515991284870258,3.556,3.556
0.029568421468444517,3.557,3.557
0.029620851652018665,3.557,3.557
0.029671971081003723,3.558,3.558
0.029724401264578204,3.558,3.558
0.029776831448152463,3.558,3.558
0.029829261631726722,3.559,3.559
0.02988169181530087,3.559,3.559
0.02993412199887513,3.559,3.559
0.02998655218244939,3.56,3.56
0.030038982366023648,3.56,3.56
0.03009141254959813,3.56,3.56
0.030143842733172388,3.56,3.56
0.030196272916746647,3.561,3.561
0.030248703100320906,3.561,3.561
0.030301133283895165,3.561,3.561
0.030353563467469424,3.562,3.562
0.030405993651043683,3.562,3.562
0.03045842383461783,3.562,3.562
0.030510854018192313,3.563,3.563
0.030563284201766572,3.563,3.563
0.03061440363075163,3.563,3.563
0.030666833814325778,3.564,3.564
0.030719263997900037,3.564,3.564
0.030771694181474296,3.564,3.564
0.030822813610459354,3.565,3.565
0.030875243794033613,3.565,3.565
0.030927673977607983,3.565,3.565
0.030980104161182243,3.566,3.566
0.0310325343447565,3.566,3.566
0.03108496452833076,3.566,3.566
0.03113739471190502,3.566,3.566
0.031188514140890078,3.567,3.567
0.031240944324464226,3.567,3.567
0.031293374508038485,3.567,3.567
0.031345804691612966,3.568,3.568
0.031398234875187225,3.568,3.568
0.031450665058761484,3.568,3.568
0.031503095242335744,3.569,3.569
0.03155421467132069,3.569,3.569
0.03160533410030575,3.569,3.569
0.03165776428388001,3.569,3.569
0.03171019446745438,3.57,3.57
0.031761313896439436,3.57,3.57
0.031813744080013695,3.57,3.57
0.031866174263587954,3.571,3.571
0.03191860444716221,3.571,3.571
0.03197103463073636,3.571,3.571
0.03202346481431062,3.572,3.572
0.03207589499788488,3.572,3.572
0.03212832518145936,3.572,3.572
0.03218075536503362,3.573,3.573
0.03223318554860788,3.573,3.573
0.032284304977592826,3.573,3.573
0.032336735161167085,3.574,3.574
0.03238785459015214,3.574,3.574
0.0324402847737264,3.574,3.574
0.03249271495730055,3.574,3.574
0.03254514514087503,3.575,3.575
0.03259757532444929,3.575,3.575
0.03265000550802355,3.575,3.575
0.0327011249370085,3.576,3.576
0.032753555120582756,3.576,3.576
0.032804674549567814,3.576,3.576
0.03285710473314207,3.577,3.577
0.03290953491671633,3.577,3.577
0.0329619651002907,3.577,3.577
0.03301439528386496,3.577,3.577
0.03306551471285002,3.578,3.578
0.03311794489642428,3.578,3.578
0.03317037507999854,3.578,3.578
0.0332228052635728,3.579,3.579
0.033273924692557744,3.579,3.579
0.03332504412154269,3.579,3.579
0.03337747430511717,3.579,3.579
0.03342990448869143,3.58,3.58
0.03348233467226569,3.58,3.58
0.03353476485583995,3.58,3.58
0.03358719503941421,3.581,3.581
0.03363962522298847,3.581,3.581
0.033692055406562726,3.581,3.581
0.033744485590136986,3.582,3.582
0.033796915773711356,3.582,3.582
0.033849345957285615,3.582,3.582
0.033901776140859874,3.582,3.582
0.03395420632443413,3.583,3.583
0.03400663650800839,3.583,3.583
0.03405775593699334,3.583,3.583
0.0341101861205676,3.583,3.583
0.03416261630414208,3.584,3.584
0.03421504648771634,3.584,3.584
0.0342674766712906,3.584,3.584
0.03431990685486486,3.585,3.585
0.034372337038439116,3.585,3.585
0.034424767222013375,3.585,3.585
0.034477197405587634,3.585,3.585
0.03452962758916189,3.586,3.586
0.03458074701814706,3.586,3.586
0.03463317720172132,3.586,3.586
0.03468560738529558,3.587,3.587
0.03473803756886984,3.587,3.587
0.03479177850703352,3.587,3.587
0.03484420869060778,3.587,3.587
0.03489663887418204,3.588,3.588
0.0349490690577563,3.588,3.588
0.035000188486741246,3.588,3.588
0.035052618670315505,3.589,3.589
0.035105048853889764,3.589,3.589
0.035157479037464245,3.589,3.589
0.035209909221038505,3.589,3.589
0.035262339404612764,3.59,3.59
0.03531476958818702,3.59,3.59
0.03536719977176117,3.59,3.59
0.03541962995533543,3.591,3.591
0.03547206013890969,3.591,3.591
0.03552449032248417,3.591,3.591
0.03557560975146912,3.591,3.591
0.035628039935043376,3.592,3.592
0.035680470118617635,3.592,3.592
0.035732900302191895,3.592,3.592
0.03578401973117695,3.593,3.593
0.03583644991475121,3.593,3.593
0.03588888009832536,3.593,3.593
0.03594131028189984,3.593,3.593
0.0359937404654741,3.594,3.594
0.03604485989445916,3.594,3.594
0.036097290078033306,3.594,3.594
0.036149720261607565,3.594,3.594
0.036202150445181824,3.595,3.595
0.03625458062875608,3.595,3.595
0.03630701081233034,3.595,3.595
0.036359440995904824,3.596,3.596
0.03641187117947908,3.596,3.596
0.03646430136305334,3.596,3.596
0.0365167315466276,3.596,3.596
0.03656916173020186,3.597,3.597
0.03662159191377612,3.597,3.597
0.03667402209735027,3.597,3.597
0.03672645228092475,3.597,3.597
0.03677888246449901,3.598,3.598
0.03683262340266258,3.598,3.598
0.03688505358623706,3.598,3.598
0.03693748376981121,3.599,3.599
0.03698991395338547,3.599,3.599
0.037042344136959726,3.599,3.599
0.037094774320533985,3.599,3.599
0.037147204504108244,3.6,3.6
0.037199634687682503,3.6,3.6
0.03725206487125676,3.6,3.6
0.037304495054831244,3.6,3.6
0.0373569252384055,3.601,3.601
0.03740804466739045,3.601,3.601
0.03746047485096471,3.601,3.601
0.03751290503453897,3.601,3.601
0.03756533521811323,3.602,3.602
0.037617765401687486,3.602,3.602
0.037670195585261745,3.602,3.602
0.037722625768836116,3.602,3.602
0.037775055952410375,3.603,3.603
0.037827486135984634,3.603,3.603
0.03787991631955889,3.603,3.603
0.03793234650313315,3.603,3.603
0.03798477668670741,3.604,3.604
0.03803720687028167,3.604,3.604
0.03808963705385615,3.604,3.604
0.03814206723743041,3.604,3.604
0.03819449742100467,3.605,3.605
0.03824692760457893,3.605,3.605
0.038298047033563876,3.605,3.605
0.038350477217138135,3.606,3.606
0.03840159664612308,3.606,3.606
0.03845402682969734,3.606,3.606
0.03850645701327182,3.606,3.606
0.03855888719684608,3.607,3.607
0.03861000662583103,3.607,3.607
0.03866243680940529,3.607,3.607
0.038714866992979546,3.607,3.607
0.038767297176553805,3.608,3.608
0.038819727360128065,3.608,3.608
0.03887084678911301,3.608,3.608
0.03892327697268749,3.609,3.609
0.03897570715626175,3.609,3.609
0.03902813733983601,3.609,3.609
0.03908056752341027,3.609,3.609
0.03913299770698453,3.609,3.609
0.03918542789055879,3.609,3.609
0.039236547319543735,3.61,3.61
0.039288977503117994,3.61,3.61
0.039341407686692476,3.61,3.61
0.039393837870266735,3.611,3.611
0.039446268053840994,3.611,3.611
0.03949738748282594,3.611,3.611
0.0395498176664002,3.611,3.611
0.03960093709538515,3.611,3.611
0.039652056524370205,3.612,3.612
0.039704486707944464,3.612,3.612
0.039756916891518834,3.612,3.612
0.03980803632050389,3.612,3.612
0.03986046650407815,3.613,3.613
0.03991289668765241,3.613,3.613
0.03996532687122667,3.613,3.613
0.04001644630021162,3.613,3.613
0.040068876483785876,3.614,3.614
0.040121306667360135,3.614,3.614
0.040173736850934616,3.614,3.614
0.040226167034508875,3.614,3.614
0.04027859721808302,3.615,3.615
0.04033102740165728,3.615,3.615
0.04038345758523154,3.615,3.615
0.0404358877688058,3.615,3.615
0.04048831795238006,3.615,3.615
0.04054074813595454,3.616,3.616
0.0405931783195288,3.616,3.616
0.04064560850310306,3.616,3.616
0.04069803868667732,3.617,3.617
0.04075046887025158,3.617,3.617
0.040802899053825836,3.617,3.617
0.040855329237400095,3.617,3.617
0.04090775942097424,3.618,3.618
0.040958878849959524,3.618,3.618
0.04101130903353378,3.618,3.618
0.04106373921710804,3.618,3.618
0.04111616940068219,3.618,3.618
0.04116859958425645,3.618,3.618
0.04122102976783071,3.619,3.619
0.04127345995140497,3.619,3.619
0.04132589013497945,3.619,3.619
0.04137832031855371,3.619,3.619
0.041430750502127967,3.62,3.62
0.041483180685702226,3.62,3.62
0.04153430011468717,3.62,3.62
0.04158673029826143,3.621,3.621
0.04163916048183569,3.621,3.621
0.04169159066540995,3.621,3.621
0.04174402084898443,3.621,3.621
0.04179645103255869,3.621,3.621
0.04184888121613295,3.621,3.621
0.04190131139970721,3.622,3.622
0.041953741583281356,3.622,3.622
0.042006171766855616,3.622,3.622
0.042058601950429875,3.622,3.622
0.042111032134004356,3.623,3.623
0.0421621515629893,3.623,3.623
0.04221458174656356,3.623,3.623
0.04226701193013782,3.623,3.623
0.04231944211371208,3.623,3.623
0.04237187229728634,3.624,3.624
0.0424243024808606,3.624,3.624
0.04247673266443486,3.624,3.624
0.04252916284800934,3.624,3.624
0.0425815930315836,3.625,3.625
0.04263402321515786,3.625,3.625
