Cycle,Date,Re,Rct
252,2008-05-04 20:30:47,0.04984421041201089,0.07014070107890119
254,2008-05-05 00:04:00,0.050282564251258356,0.07360391142336822
256,2008-05-05 01:29:24,0.05006270229203594,0.06979118038789997
258,2008-05-05 04:56:20,0.04992007781904663,0.074642062777058
260,2008-05-05 06:21:44,0.04921445916482306,0.06990836301107425
262,2008-05-05 09:54:58,0.05007996435013632,0.07547710929281527
266,2008-05-05 21:33:38,0.054692185026359336,0.07464599360022733
268,2008-05-06 01:06:52,0.05487320211540928,0.07934403644117197
270,2008-05-06 02:31:59,0.05415675281078651,0.07505843667743599
272,2008-05-06 06:05:11,0.055240499862766274,0.08002359358228964
274,2008-05-06 07:30:10,0.054542809780562286,0.07592379199991395
276,2008-05-06 10:53:26,0.055080368328742545,0.08045008161921993
278,2008-05-06 12:18:26,0.053398671864258646,0.07562889610038578
280,2008-05-06 15:51:41,0.05484578494342528,0.08099527914390654
282,2008-05-06 17:16:40,0.055453259476974714,0.0748392292244765
284,2008-05-06 20:49:54,0.05808949268604193,0.07900611376190819
286,2008-05-06 22:14:45,0.05703849864055661,0.07445419405660497
288,2008-05-07 01:45:30,0.05639999430512618,0.08181491967012575
290,2008-05-07 03:10:20,0.056951772502699796,0.07706935596260868
292,2008-05-07 06:32:06,0.057159147914507935,0.08086696623694065
294,2008-05-07 07:56:39,0.05595864562729926,0.07609569637070202
296,2008-05-07 11:29:54,0.056998793862942924,0.08250100764416027
298,2008-05-07 12:54:18,0.05699010907560385,0.07648289029638874
300,2008-05-07 16:27:34,0.05791594677751306,0.08175057083151278
302,2008-05-07 17:51:59,0.057000769180639774,0.07741124519885696
304,2008-05-07 21:24:14,0.0585831887959693,0.08269416457353587
306,2008-05-07 22:48:38,0.05728256542976495,0.07692027721215688
308,2008-05-08 02:21:54,0.05684411239635824,0.082272625759776
310,2008-05-08 03:46:09,0.0589529203196688,0.07735170203997428
311,2008-05-09 11:53:10,0.05667203462955093,0.08291573296417665
313,2008-05-09 13:19:35,0.058223361510524915,0.07615092115486195
316,2008-05-09 21:21:03,0.057798377106990255,0.07518971733166918
318,2008-05-10 00:49:59,0.05869361561103209,0.08099673983388944
320,2008-05-10 02:14:42,0.0581005359089264,0.07604639902387582
322,2008-05-10 05:46:15,0.05687355099054793,0.08079234772463807
324,2008-05-10 07:10:49,0.057819391216989646,0.07620792252066097
326,2008-05-10 10:44:07,0.058401226760293384,0.0816166339541188
328,2008-05-10 12:08:32,0.05729597585562558,0.07603115808018222
330,2008-05-10 15:39:59,0.05713926164978321,0.08203042743610463
332,2008-05-10 17:04:16,0.057011915661303356,0.07793753101024108
334,2008-05-10 20:35:57,0.056846750542401,0.08430934905296765
336,2008-05-10 22:00:05,0.05739160457574554,0.07732083011265528
338,2008-05-11 01:33:24,0.05971458306876328,0.08128077873787101
340,2008-05-11 02:57:32,0.05669401159445664,0.07756322518442982
342,2008-05-11 06:23:30,0.057876489486257204,0.0827621596207595
344,2008-05-11 07:47:30,0.05711363659055292,0.07889973426640497
346,2008-05-11 11:20:49,0.057106052592570886,0.08389339159553517
348,2008-05-11 12:44:40,0.058410674041032944,0.07787942798165798
350,2008-05-11 16:18:00,0.05832440115222774,0.0823356083860003
352,2008-05-11 17:41:53,0.057206589538471034,0.07814181670188959
354,2008-05-11 21:15:14,0.05853988727737317,0.08259957408588693
356,2008-05-11 22:38:57,0.0568695950036647,0.07851971117292988
358,2008-05-12 02:05:00,0.057610002271573896,0.08361769407052744
360,2008-05-12 03:28:34,0.05758927754908643,0.07858483851402417
362,2008-05-12 12:24:36,0.05687744083786221,0.08453629957179691
364,2008-05-12 13:48:19,0.05841225795718409,0.07816622903600336
367,2008-05-12 19:51:52,0.058982855797460765,0.07840869791471827
369,2008-05-12 23:21:19,0.06019789084807145,0.08377346645248043
371,2008-05-13 00:44:53,0.05843281496253658,0.07878612106344238
373,2008-05-13 04:03:26,0.05988352416265757,0.08361156763608181
375,2008-05-13 05:26:51,0.06081675929565647,0.08038388778322308
377,2008-05-13 08:52:05,0.058875120497055886,0.08370562422038381
379,2008-05-13 10:15:02,0.058641305762534054,0.07856327599613487
381,2008-05-13 13:48:25,0.05844518592952695,0.0843513765148262
383,2008-05-13 15:11:42,0.05925711282693887,0.08002743252583437
385,2008-05-13 18:32:21,0.06055121054997781,0.08328051476741821
387,2008-05-13 19:55:29,0.05877801771423867,0.07918337546950212
389,2008-05-13 23:27:26,0.05995025589217596,0.0831904359131708
391,2008-05-14 00:50:35,0.05835227769750316,0.07964710418735362
393,2008-05-14 04:23:57,0.05956501303684226,0.08487011380929321
395,2008-05-14 05:46:58,0.058938187317504366,0.07953792065559018
397,2008-05-14 09:20:22,0.059853349010250065,0.08473917663733575
399,2008-05-14 10:43:12,0.0584896827626018,0.07964370546866237
401,2008-05-14 14:03:22,0.05874548029308314,0.08711721350349075
403,2008-05-14 15:26:13,0.06134060755888107,0.07733665024296885
405,2008-05-14 18:59:38,0.06083767084489383,0.08490902777488013
407,2008-05-14 20:22:30,0.05834271794334396,0.07994246159333938
409,2008-05-14 23:55:55,0.05993762786815949,0.08479950183605617
411,2008-05-15 01:18:37,0.05979534226516758,0.07964682734703848
413,2008-05-15 04:52:04,0.05959588691816853,0.08518775171680287
415,2008-05-15 06:14:38,0.05920398197966059,0.08007181105183933
417,2008-05-15 09:48:03,0.058400743519397356,0.08632938236969102
419,2008-05-15 11:10:28,0.06134389439332634,0.07989290542746168
421,2008-05-15 14:38:58,0.06260506440345279,0.08502111899525971
423,2008-05-15 16:01:23,0.05881986188457543,0.07914854798469835
425,2008-05-15 19:24:46,0.06115195391732467,0.08485577620272611
427,2008-05-15 20:47:12,0.060462461899175826,0.08092668356466791
429,2008-05-16 00:09:33,0.059630601199984506,0.0850345675980089
433,2008-05-16 22:28:31,0.06160738568225919,0.08020127504914304
435,2008-05-17 02:00:12,0.060986669920577066,0.08583976882422588
437,2008-05-17 03:22:47,0.060802701783849895,0.08185255727094856
439,2008-05-17 06:53:18,0.06100425704109886,0.08588436114872877
441,2008-05-17 08:15:45,0.06147075614169803,0.08170752156365965
443,2008-05-17 11:49:14,0.06232914782727364,0.08822161138920462
445,2008-05-17 13:11:30,0.062141039518508724,0.08177099146255969
447,2008-05-17 16:43:35,0.061502762788551504,0.0872699062901812
449,2008-05-17 18:05:53,0.059631149799839814,0.08257600572707498
451,2008-05-17 21:38:49,0.06141907994833745,0.08720378292525818
453,2008-05-17 23:00:48,0.061083512551729904,0.08239994758407483
455,2008-05-18 02:33:17,0.06121665145307191,0.0872819262712242
457,2008-05-18 03:55:17,0.06148387399714281,0.08269579716686087
459,2008-05-18 07:28:48,0.062704070176938,0.08679111809854424
461,2008-05-18 08:50:48,0.0617088861822979,0.08329169748855401
463,2008-05-18 12:12:46,0.06172613583587411,0.0883779260119075
465,2008-05-18 13:34:37,0.06088889899741356,0.08311038310685015
467,2008-05-18 17:04:27,0.06185223703499693,0.08697922184678317
469,2008-05-18 18:26:10,0.06106743458543022,0.08375435203587812
471,2008-05-18 21:59:40,0.06310358102659182,0.08852234569242505
473,2008-05-18 23:21:28,0.06084445004689351,0.08308225537417147
475,2008-05-19 02:55:02,0.06228746060457266,0.08923087570947913
477,2008-05-19 04:16:50,0.06351594916063175,0.08411816433198452
479,2008-05-19 07:49:12,0.06270549893166993,0.08838724457648714
485,2008-05-20 02:06:32,0.05609876336075707,0.0751803131352498
487,2008-05-20 05:40:03,0.053286381622558374,0.08156856568421471
489,2008-05-20 07:01:47,0.05438777538615831,0.07604192318654494
491,2008-05-20 10:35:19,0.05293147474045376,0.08275693411495888
493,2008-05-20 11:56:55,0.054476476622608364,0.07673140547029404
495,2008-05-20 15:25:23,0.05588929297745871,0.08226321054006082
497,2008-05-20 16:46:59,0.05599607903184257,0.07651440849093617
499,2008-05-20 20:18:35,0.05841778368115902,0.08029809490533976
501,2008-05-20 21:40:11,0.052279965818119264,0.07486615123258515
503,2008-05-21 01:07:35,0.056411433170262516,0.0819223123309917
505,2008-05-21 02:29:02,0.05350804531294866,0.07610419438082021
507,2008-05-21 05:52:23,0.05568015964086863,0.08177399086572994
509,2008-05-21 07:13:41,0.053892806183993766,0.07778309560578801
511,2008-05-21 10:46:01,0.056210257603528525,0.08328067168438782
513,2008-05-21 12:07:20,0.05500261254176024,0.0770552542641119
515,2008-05-21 15:38:16,0.05579452141186236,0.0829501208969064
517,2008-05-21 16:59:36,0.055477936916064945,0.07700167355105111
519,2008-05-21 20:30:05,0.057799714665998925,0.08190303229216056
521,2008-05-21 21:51:16,0.055131598162180676,0.07705565644815345
523,2008-05-22 01:10:54,0.05577529472858128,0.08294674118422612
525,2008-05-22 02:32:06,0.05581143896033036,0.07655193817591452
527,2008-05-22 06:00:35,0.056559391313402284,0.08237490117893426
529,2008-05-22 07:21:37,0.05517339070760031,0.07730223904611441
531,2008-05-22 10:51:17,0.05334424687864744,0.08448562230827522
533,2008-05-22 12:12:19,0.05620338276580351,0.07843574895859332
535,2008-05-22 15:45:53,0.056262478978249195,0.0830662312193171
537,2008-05-22 17:06:57,0.054122848764169285,0.07853439066990606
539,2008-05-22 20:27:44,0.05339424998746291,0.08335635527903888
541,2008-05-22 21:48:39,0.05545823824882687,0.07866069372174239
543,2008-05-23 11:41:10,0.05854525235071128,0.08836885185980756
545,2008-05-23 13:02:15,0.057849417299627566,0.08078773867849699
548,2008-05-23 21:03:54,0.05861499608457943,0.0815465143150512
550,2008-05-24 00:37:15,0.06142385686894261,0.08496390395839584
552,2008-05-24 01:58:28,0.05514590684509453,0.08131922130895523
554,2008-05-24 05:28:14,0.05952338030179974,0.08720833121299235
556,2008-05-24 06:49:19,0.060395218506932496,0.08118649064632041
558,2008-05-24 10:10:44,0.05926159085880675,0.08777868669454861
560,2008-05-24 11:31:49,0.05837332151817875,0.08168688613354813
562,2008-05-24 14:59:04,0.05952378458944331,0.08843007755224046
564,2008-05-24 16:20:01,0.058915317530095296,0.08242888973447615
566,2008-05-24 19:49:07,0.05967664811705819,0.08584374973711092
568,2008-05-24 21:10:04,0.05679308055986898,0.08277241951062583
570,2008-05-25 00:34:43,0.05975988463048883,0.08662483639594361
572,2008-05-25 01:55:30,0.061548802456462645,0.08166650115809095
574,2008-05-25 05:25:11,0.05950259165745283,0.08636882918668189
576,2008-05-25 06:45:59,0.05815785715365463,0.08076638409033879
578,2008-05-25 10:19:30,0.05955598055289399,0.08821831541627395
580,2008-05-25 11:40:09,0.05998242374388253,0.08040837607181418
582,2008-05-25 15:05:01,0.05949136479118529,0.08873029794077426
584,2008-05-25 16:25:42,0.06032121649663735,0.080340961111739
586,2008-05-25 19:50:54,0.06052114924707915,0.08753623977970666
588,2008-05-25 21:11:31,0.05960681398165175,0.08219508357127864
590,2008-05-26 00:40:52,0.05982677899726283,0.08853801860235527
592,2008-05-26 02:01:29,0.061154671315268125,0.0812995137183745
594,2008-05-26 05:28:58,0.057944393691446945,0.08890519876854222
596,2008-05-26 06:49:35,0.05499483450370441,0.08325251281361706
598,2008-05-26 10:12:28,0.06175931225184275,0.0847212726764891
600,2008-05-26 11:32:56,0.058456129317427746,0.08270193673891646
602,2008-05-26 14:58:33,0.05898908039586478,0.08573621892771217
604,2008-05-26 16:19:02,0.05880084419395591,0.08236983437565949
606,2008-05-26 19:48:54,0.05763029720163586,0.08742389347930328
608,2008-05-26 21:09:22,0.05898388938334406,0.08252211755101288
610,2008-05-27 00:27:55,0.057823749393303175,0.08975687046479841
614,2008-05-27 21:34:28,0.05003573195803179,0.07479234613687553
